id,Employee Name,Department,Visit_Date,Entry_Time,Exit_time,Purpose_of_visit,Day_of_Week
954,Korry Wintour,Legal,2024-03-03,7:45:01,09:45:01,Meeting,Sunday
955,Langston Harpur,Engineering,2024-03-07,6:17:36,09:17:36,Work,Thursday
956,Minnie Dabell,Support,2024-02-01,8:05:34,14:05:34,Client Visit,Thursday
957,Kerstin Fadell,Accounting,2024-09-02,8:48:37,13:48:37,Work,Monday
958,Oneida Simenot,Services,2024-12-04,8:38:42,16:38:42,Meeting,Wednesday
959,Sean Roizn,Training,2024-04-01,6:44:09,14:44:09,Client Visit,Monday
960,Guillema L'Episcopio,Services,2024-07-02,8:25:39,15:25:39,Work,Tuesday
961,Gianina Farrens,Research and Development,2024-02-04,9:47:52,12:47:52,Work,Sunday
962,Dewie Handforth,Services,2024-08-05,9:20:55,17:20:55,Training,Monday
963,Guinevere Toupe,Training,2024-08-04,9:17:43,13:17:43,Client Visit,Sunday
964,Clark Dragon,Support,2024-12-06,8:04:38,15:04:38,Work,Friday
965,Raddie Tonbridge,Sales,2024-05-07,8:38:21,11:38:21,Work,Tuesday
966,Richardo Taverner,Support,2024-10-06,9:19:28,13:19:28,Work,Sunday
967,Irita Muller,Accounting,2024-05-07,7:11:42,15:11:42,Meeting,Tuesday
968,Lacie Dran,Accounting,2024-02-04,6:59:03,14:59:03,Work,Sunday
969,Brod Vondrach,Human Resources,2024-03-07,8:29:23,13:29:23,Work,Thursday
970,Lissi Delacourt,Sales,2024-12-02,6:55:13,11:55:13,Work,Monday
971,Lawton McConway,Business Development,2024-12-06,7:24:48,13:24:48,Work,Friday
972,Amalle Oldershaw,Accounting,2024-11-05,8:21:11,15:21:11,Work,Tuesday
973,Mariya Sly,Support,2024-04-03,9:00:12,13:00:12,Other,Wednesday
974,Gris Armal,Services,2024-01-02,7:07:22,08:07:22,Other,Tuesday
975,Debra Esparza,Business Development,2024-06-03,7:37:34,08:37:34,Client Visit,Monday
976,Brew Donnel,Marketing,2024-05-02,6:55:24,10:55:24,Work,Thursday
977,Cathleen Malone,Engineering,2024-07-01,9:10:23,10:10:23,Other,Monday
978,Iosep Delmage,Services,2024-05-07,7:18:09,14:18:09,Training,Tuesday
979,Padraig Rieme,Sales,2024-07-04,9:25:14,12:25:14,Client Visit,Thursday
980,Lurleen Sargeant,Engineering,2024-12-03,6:26:03,13:26:03,Meeting,Tuesday
981,Pru Olwen,Services,2024-09-06,7:18:07,13:18:07,Meeting,Friday
982,Alwin Brilleman,Sales,2024-01-06,6:04:38,08:04:38,Meeting,Saturday
983,Robb Salle,Business Development,2024-03-05,6:40:44,11:40:44,Meeting,Tuesday
984,Lela Varran,Training,2024-08-03,7:22:45,14:22:45,Meeting,Saturday
985,Morry Dorricott,Training,2024-10-07,7:41:33,08:41:33,Meeting,Monday
986,Rodolph Bony,Product Management,2024-04-07,7:57:08,15:57:08,Meeting,Sunday
987,Mortimer Wims,Human Resources,2024-03-01,9:47:13,13:47:13,Meeting,Friday
988,Ignacio Teek,Support,2024-05-07,6:09:17,09:09:17,Training,Tuesday
989,Reagan Makiver,Legal,2024-02-03,7:40:17,10:40:17,Training,Saturday
990,Dawna Tomaszczyk,Product Management,2024-08-03,7:51:47,08:51:47,Meeting,Saturday
991,Devon Gelsthorpe,Engineering,2024-03-05,8:37:15,09:37:15,Work,Tuesday
992,Dulsea Gaskin,Sales,2024-03-04,9:10:53,12:10:53,Work,Monday
993,Franni Moggach,Research and Development,2024-08-06,7:59:44,11:59:44,Meeting,Tuesday
994,Robbin Kineton,Legal,2024-08-07,9:40:22,12:40:22,Work,Wednesday
995,Anatole Ginnelly,Business Development,2024-09-01,9:18:46,15:18:46,Client Visit,Sunday
996,Bax Whisker,Marketing,2024-06-05,6:52:41,07:52:41,Training,Wednesday
997,Carolann Gammie,Marketing,2024-05-03,9:20:39,15:20:39,Training,Friday
998,Cassy Aireton,Business Development,2024-07-04,9:54:07,12:54:07,Meeting,Thursday
999,Hall Sholl,Product Management,2024-06-01,6:22:18,13:22:18,Meeting,Saturday
1000,Cazzie Klishin,Training,2024-09-03,7:12:43,13:12:43,Meeting,Tuesday
